no,time,pressue,speed
2252,3,3,6.00
2252,4,10,6.00
2252,5,-1,6.00
2252,6,9,1.00
2252,7,-3,0.00
2252,8,8,0.00
2252,9,6,1.00
2252,10,0,1.00
2252,11,-4,1.00
2252,12,10,0.00
2252,13,2,0.00
2252,14,9,3.00
2252,15,-5,5.00
2252,16,3,4.00
2252,17,-3,4.00
2252,18,-3,4.00
2252,19,10,-2.00
2253,0,5,-1.00
2253,1,-3,0.00
2253,2,-2,0.00
2253,3,7,-1.00
2253,4,-2,-2.00
2253,5,7,-2.00
2253,6,-1,-2.00
2253,7,-5,-1.00
2253,8,3,-3.00
2253,9,3,-3.00
2253,10,2,-3.00
2253,11,2,-3.00
2253,12,0,-3.00
2253,13,8,0.00
2253,14,8,-1.00
2253,15,10,-1.00
2253,16,0,-1.00
2253,17,9,-1.00
2253,18,6,1.00
2253,19,-2,0.00
2254,0,-3,0.00
2254,1,8,2.00
2254,2,-2,2.00
2254,3,2,1.00
2254,4,5,2.00
2254,5,-1,2.00
2254,6,-2,2.00
2254,7,0,2.00
2254,8,7,-1.00
2254,9,-3,0.00
2254,10,5,1.00
2254,11,7,0.00
2254,12,0,0.00
2254,13,5,1.00
2254,14,7,3.00
2254,15,-4,3.00
2254,16,-2,3.00
2254,17,5,1.00
2254,18,2,1.00
2254,19,-3,1.00
2255,0,-2,0.00
2255,1,-1,0.00
2255,2,9,-2.00
2255,3,6,-1.00
2255,4,-2,0.00
2255,5,-4,0.00
2255,6,0,0.00
2255,7,1,0.00
2255,8,6,2.00
2255,9,-1,2.00
2255,10,9,4.00
2255,11,0,4.00
2255,12,7,4.00
2255,13,5,7.00
2255,14,3,7.00
2255,15,10,2.00
2255,16,7,6.00
2255,17,2,5.00
2255,18,10,2.00
2255,19,0,2.00
2256,0,-3,0.00
2256,1,-4,0.00
2256,2,-1,0.00
2256,3,6,-2.00
2256,4,-2,-2.00
2256,5,10,-2.00
2256,6,-1,-2.00
2256,7,9,-1.00
2256,8,2,-1.00
2256,9,8,-6.00
2256,10,8,-8.00
2256,11,9,-4.00
2256,12,7,-5.00
2256,13,-3,-4.00
2256,14,4,-5.00
2256,15,6,-4.00
2256,16,-5,-4.00
2256,17,8,-9.00
2256,18,6,-9.00
2256,19,-1,-9.00
2257,0,3,1.00
2257,1,3,2.00
2257,2,6,3.00
2257,3,-2,3.00
2257,4,7,4.00
2257,5,7,7.00
2257,6,-3,6.00
2257,7,7,4.00
2257,8,-2,4.00
2257,9,-5,4.00
2257,10,8,4.00
2257,11,7,4.00
2257,12,3,4.00
2257,13,-3,5.00
2257,14,2,6.00
2257,15,9,5.00
2257,16,-4,7.00
2257,17,2,7.00
2257,18,7,7.00
2257,19,-3,7.00
2258,0,8,-4.00
2258,1,-2,-3.00
2258,2,4,-3.00
2258,3,-2,-3.00
2258,4,2,-3.00
2258,5,5,-3.00
2258,6,1,-3.00
2258,7,6,-3.00
2258,8,4,-2.00
2258,9,5,-5.00
2258,10,8,-5.00
2258,11,3,-7.00
2258,12,2,-7.00
2258,13,10,-7.00
2258,14,6,-9.00
2258,15,-2,-10.00
2258,16,7,-12.00
2258,17,2,-13.00
2258,18,6,-16.00
2258,19,-5,-16.00
2259,0,-5,0.00
2259,1,4,-1.00
2259,2,-2,0.00
2259,3,-5,-1.00
2259,4,7,0.00
2259,5,0,0.00
2259,6,-4,1.00
2259,7,9,-4.00
2259,8,8,-7.00
2259,9,-2,-6.00
2259,10,7,-3.00
2259,11,3,-4.00
2259,12,-4,-4.00
2259,13,10,0.00
2259,14,1,0.00
2259,15,-4,0.00
2259,16,9,4.00
2259,17,2,3.00
2259,18,4,1.00
2259,19,5,-1.00
2260,0,-2,-1.00
2260,1,0,-1.00
2260,2,3,0.00
2260,3,8,-1.00
2260,4,4,-2.00
2260,5,6,-3.00
2260,6,6,-2.00
2260,7,-5,0.00
2260,8,3,1.00
2260,9,3,1.00
2260,10,-2,1.00
2260,11,1,1.00
2260,12,5,1.00
2260,13,-1,1.00
2260,14,0,1.00
2260,15,3,2.00
2260,16,3,2.00
2260,17,1,2.00
2260,18,-1,2.00
2260,19,-1,2.00
2261,0,-4,2.00
2261,1,-3,2.00
2261,2,-5,2.00
2261,3,9,-2.00
2261,4,8,-3.00
2261,5,4,-3.00
2261,6,-4,-2.00
2261,7,1,-2.00
2261,8,10,-7.00
2261,9,-4,-7.00
2261,10,9,-5.00
2261,11,8,-8.00
2261,12,1,-8.00
2261,13,10,-12.00
2261,14,9,-14.00
2261,15,4,-14.00
2261,16,10,-20.00
2261,17,8,-16.00
2261,18,5,-19.00
2261,19,-3,-19.00
2262,0,5,1.00
2262,1,0,1.00
2262,2,5,1.00
2262,3,5,1.00
2262,4,6,1.00
2262,5,0,1.00
2262,6,0,1.00
2262,7,-3,0.00
2262,8,9,0.00
2262,9,1,0.00
2262,10,-4,1.00
2262,11,6,-2.00
2262,12,-3,-2.00
2262,13,7,1.00
2262,14,6,-2.00
2262,15,3,-2.00
2262,16,6,-3.00
2262,17,5,-2.00
2262,18,-3,0.00
2262,19,-3,0.00
2263,0,2,1.00
2263,1,3,1.00
2263,2,9,5.00
2263,3,6,7.00
2263,4,4,9.00
2263,5,3,9.00
2263,6,-2,10.00
2263,7,1,10.00
2263,8,-5,8.00
2263,9,9,4.00
2263,10,8,-1.00
2263,11,1,-1.00
2263,12,-4,-3.00
2263,13,5,-1.00
2263,14,-2,-1.00
2263,15,3,-1.00
2263,16,7,2.00
2263,17,1,2.00
2263,18,-2,2.00
2263,19,4,4.00
2264,0,-3,-1.00
2264,1,-1,-1.00
2264,2,-5,-4.00
2264,3,3,-5.00
2264,4,0,-5.00
2264,5,7,-9.00
2264,6,-5,-8.00
2264,7,9,-13.00
2264,8,2,-13.00
2264,9,10,-16.00
2264,10,3,-15.00
2264,11,3,-15.00
2264,12,7,-16.00
2264,13,-3,-16.00
2264,14,1,-16.00
2264,15,3,-16.00
2264,16,2,-16.00
2264,17,5,-17.00
2264,18,1,-17.00
2264,19,2,-17.00
2265,0,5,0.00
2265,1,-4,1.00
2265,2,8,6.00
2265,3,-5,6.00
2265,4,-2,6.00
2265,5,0,6.00
2265,6,8,7.00
2265,7,-2,7.00
2265,8,-2,6.00
2265,9,-2,6.00
2265,10,0,6.00
2265,11,-3,6.00
2265,12,9,4.00
2265,13,5,6.00
2265,14,6,6.00
2265,15,9,5.00
2265,16,5,5.00
2265,17,7,7.00
2265,18,8,6.00
2265,19,0,6.00
2266,0,6,0.00
2266,1,6,-1.00
2266,2,10,3.00
2266,3,6,4.00
2266,4,-5,1.00
2266,5,10,0.00
2266,6,4,0.00
2266,7,6,-2.00
2266,8,1,-2.00
2266,9,4,-1.00
2266,10,3,1.00
2266,11,1,1.00
2266,12,5,0.00
2266,13,-2,0.00
2266,14,-5,0.00
2266,15,-5,0.00
2266,16,10,0.00
2266,17,9,-6.00
2266,18,0,-6.00
2266,19,-4,-6.00
2267,0,3,1.00
2267,1,3,2.00
2267,2,-3,1.00
2267,3,5,1.00
2267,4,-3,0.00
2267,5,-2,0.00
2267,6,1,0.00
2267,7,8,-1.00
2267,8,6,1.00
2267,9,10,7.00
2267,10,1,7.00
2267,11,1,7.00
2267,12,8,4.00
2267,13,2,5.00
2267,14,-1,5.00
2267,15,4,5.00
2267,16,-3,5.00
2267,17,2,5.00
2267,18,4,4.00
2267,19,-1,4.00
2268,0,2,0.00
2268,1,3,0.00
2268,2,8,-3.00
2268,3,0,-3.00
2268,4,3,-3.00
2268,5,3,-3.00
2268,6,-1,-3.00
2268,7,1,-3.00
2268,8,-3,-3.00
2268,9,-3,-4.00
2268,10,6,-7.00
2268,11,-5,-5.00
2268,12,-1,-5.00
2268,13,-4,-4.00
2268,14,8,-8.00
2268,15,-1,-8.00
2268,16,-4,-8.00
2268,17,-3,-7.00
2268,18,-3,-7.00
2268,19,6,-6.00
2269,0,8,-3.00
2269,1,-4,-4.00
2269,2,4,-4.00
2269,3,-2,-4.00
2269,4,-3,-4.00
2269,5,5,-4.00
2269,6,0,-4.00
2269,7,2,-4.00
2269,8,-3,-4.00
2269,9,8,-8.00
2269,10,-4,-9.00
2269,11,0,-9.00
2269,12,0,-9.00
2269,13,-1,-9.00
2269,14,2,-9.00
2269,15,7,-10.00
2269,16,-3,-10.00
2269,17,3,-9.00
2269,18,-3,-7.00
2269,19,5,-10.00
2270,0,1,0.00
2270,1,10,-4.00
2270,2,6,-4.00
2270,3,8,1.00
2270,4,6,1.00
2270,5,-3,0.00
2270,6,3,0.00
2270,7,9,-5.00
2270,8,7,-1.00
2270,9,10,-2.00
2270,10,10,-3.00
2270,11,-4,-3.00
2270,12,6,-5.00
2270,13,-1,-5.00
2270,14,-3,-5.00
2270,15,8,-4.00
2270,16,4,-2.00
2270,17,4,-2.00
2270,18,9,-7.00
2270,19,3,-5.00
2271,0,8,-4.00
2271,1,5,-6.00
2271,2,10,-7.00
2271,3,8,-12.00
2271,4,1,-12.00
2271,5,-5,-12.00
2271,6,4,-12.00
2271,7,9,-12.00
2271,8,7,-13.00
2271,9,0,-13.00
2271,10,2,-13.00
2271,11,-2,-13.00
2271,12,9,-12.00
2271,13,9,-11.00
2271,14,0,-11.00
2271,15,1,-11.00
2271,16,-5,-11.00
2271,17,4,-9.00
2271,18,-4,-10.00
2271,19,-3,-9.00
2272,0,-2,0.00
2272,1,2,0.00
2272,2,-4,0.00
2272,3,-3,1.00
2272,4,-3,1.00
2272,5,2,1.00
2272,6,10,5.00
2272,7,0,5.00
2272,8,0,5.00
2272,9,9,2.00
2272,10,9,2.00
2272,11,-2,2.00
2272,12,-4,1.00
2272,13,3,1.00
2272,14,-1,1.00
2272,15,-5,2.00
2272,16,2,3.00
2272,17,-3,4.00
2272,18,-4,4.00
2272,19,9,5.00
2273,0,9,-2.00
2273,1,-5,-3.00
2273,2,2,-3.00
2273,3,2,-3.00
2273,4,4,-3.00
2273,5,4,-3.00
2273,6,3,-2.00
2273,7,5,1.00
2273,8,5,-1.00
2273,9,-2,-1.00
2273,10,5,1.00
2273,11,-4,0.00
2273,12,2,-1.00
2273,13,-5,0.00
2273,14,7,2.00
2273,15,-4,0.00
2273,16,-4,-1.00
2273,17,8,4.00
2273,18,6,8.00
2273,19,-1,8.00
2274,0,10,-4.00
2274,1,2,-4.00
2274,2,1,-4.00
2274,3,2,-4.00
2274,4,7,-1.00
2274,5,7,-3.00
2274,6,-1,-3.00
2274,7,5,-3.00
2274,8,3,-3.00
2274,9,9,-8.00
2274,10,-2,-8.00
2274,11,8,-9.00
2274,12,1,-9.00
2274,13,0,-9.00
2274,14,-5,-12.00
2274,15,4,-12.00
2274,16,1,-12.00
2274,17,3,-11.00
2274,18,4,-10.00
2274,19,10,-11.00
2275,0,-2,-1.00
2275,1,-3,-2.00
2275,2,-1,-2.00
2275,3,9,-4.00
2275,4,0,-4.00
2275,5,2,-5.00
2275,6,5,-2.00
2275,7,4,-1.00
2275,8,-5,-4.00
2275,9,8,-9.00
2275,10,7,-6.00
2275,11,9,-6.00
2275,12,-3,-8.00
2275,13,1,-8.00
2275,14,3,-8.00
2275,15,10,-13.00
2275,16,4,-14.00
2275,17,-3,-15.00
2275,18,4,-17.00
2275,19,5,-18.00
2276,0,3,1.00
2276,1,-2,1.00
2276,2,10,-4.00
2276,3,3,-5.00
2276,4,5,-5.00
2276,5,3,-6.00
2276,6,-4,-8.00
2276,7,8,-4.00
2276,8,1,-4.00
2276,9,6,-7.00
2276,10,-4,-8.00
2276,11,5,-6.00
2276,12,-5,-5.00
2276,13,-1,-5.00
2276,14,3,-6.00
2276,15,-3,-5.00
2276,16,-2,-4.00
2276,17,5,-3.00
2276,18,1,-3.00
2276,19,2,-4.00
2277,0,-5,-2.00
2277,1,7,-2.00
2277,2,0,-2.00
2277,3,-1,-2.00
2277,4,-1,-2.00
2277,5,-4,-4.00
2277,6,6,-2.00
2277,7,-5,1.00
2277,8,5,0.00
2277,9,8,3.00
2277,10,6,3.00
2277,11,5,4.00
2277,12,4,5.00
2277,13,8,8.00
2277,14,1,8.00
2277,15,2,9.00
2277,16,-5,10.00
2277,17,1,10.00
2277,18,-4,10.00
2277,19,6,7.00
2278,0,7,3.00
2278,1,6,3.00
2278,2,4,5.00
2278,3,9,0.00
2278,4,3,0.00
2278,5,6,1.00
2278,6,6,0.00
2278,7,7,-4.00
2278,8,9,-6.00
2278,9,6,-9.00
2278,10,1,-9.00
2278,11,2,-9.00
2278,12,-5,-7.00
2278,13,0,-7.00
2278,14,0,-7.00
2278,15,-2,-6.00
2278,16,9,-4.00
2278,17,3,-4.00
2278,18,0,-4.00
2278,19,0,-4.00
2279,0,5,1.00
2279,1,9,-2.00
2279,2,-4,-3.00
2279,3,-3,-2.00
2279,4,10,4.00
2279,5,-3,2.00
2279,6,0,2.00
2279,7,0,2.00
2279,8,6,0.00
2279,9,-2,0.00
2279,10,8,4.00
2279,11,4,4.00
2279,12,-4,6.00
2279,13,6,7.00
2279,14,-5,5.00
2279,15,-4,5.00
2279,16,-1,5.00
2279,17,-3,4.00
2279,18,2,4.00
2279,19,3,4.00
2280,0,4,-1.00
2280,1,-3,-1.00
2280,2,-4,0.00
2280,3,7,3.00
2280,4,5,0.00
2280,5,1,0.00
2280,6,-2,0.00
2280,7,6,3.00
2280,8,-2,2.00
2280,9,5,1.00
2280,10,7,-2.00
2280,11,5,-3.00
2280,12,-1,-3.00
2280,13,4,-5.00
2280,14,1,-5.00
2280,15,-3,-6.00
2280,16,3,-7.00
2280,17,10,-4.00
2280,18,6,-2.00
2280,19,8,-6.00
2281,0,2,0.00
2281,1,8,0.00
2281,2,-4,2.00
2281,3,-2,2.00
2281,4,-1,2.00
2281,5,3,1.00
2281,6,5,2.00
2281,7,-1,2.00
2281,8,2,2.00
2281,9,6,4.00
2281,10,4,2.00
2281,11,-4,4.00
2281,12,-4,5.00
2281,13,-1,5.00
2281,14,10,11.00
2281,15,7,9.00
2281,16,-3,10.00
2281,17,-2,11.00
2281,18,-5,11.00
2281,19,-3,11.00
2282,0,4,2.00
2282,1,-1,2.00
2282,2,1,2.00
2282,3,1,2.00
2282,4,5,2.00
2282,5,5,-1.00
2282,6,9,-5.00
2282,7,4,-5.00
2282,8,-4,-7.00
2282,9,3,-7.00
2282,10,-2,-7.00
2282,11,-4,-7.00
2282,12,1,-7.00
2282,13,4,-6.00
2282,14,2,-5.00
2282,15,7,-5.00
2282,16,6,-3.00
2282,17,9,-8.00
2282,18,-4,-8.00
2282,19,3,-8.00
2283,0,-2,0.00
2283,1,-4,0.00
2283,2,-3,-1.00
2283,3,0,-1.00
2283,4,-1,-1.00
2283,5,10,-3.00
2283,6,1,-3.00
2283,7,-5,-1.00
2283,8,-5,-3.00
2283,9,2,-3.00
2283,10,10,-2.00
2283,11,-5,-2.00
2283,12,-5,-2.00
2283,13,10,0.00
2283,14,-3,1.00
2283,15,7,3.00
2283,16,8,7.00
2283,17,1,7.00
2283,18,-5,7.00
2283,19,7,8.00
2284,0,-2,1.00
2284,1,-2,2.00
2284,2,2,2.00
2284,3,6,1.00
2284,4,3,2.00
2284,5,2,3.00
2284,6,9,3.00
2284,7,-3,2.00
2284,8,-1,2.00
2284,9,3,1.00
2284,10,-1,1.00
2284,11,1,1.00
2284,12,-5,0.00
2284,13,8,2.00
2284,14,-1,2.00
2284,15,6,4.00
2284,16,0,4.00
2284,17,-1,4.00
2284,18,9,10.00
2284,19,10,5.00
2285,0,2,0.00
2285,1,-4,-1.00
2285,2,9,0.00
2285,3,4,0.00
2285,4,-3,0.00
2285,5,0,0.00
2285,6,-3,0.00
2285,7,2,0.00
2285,8,2,0.00
2285,9,9,-1.00
2285,10,6,-2.00
2285,11,-3,-3.00
2285,12,7,1.00
2285,13,9,-1.00
2285,14,6,3.00
2285,15,8,-1.00
2285,16,-4,1.00
2285,17,-2,1.00
2285,18,-1,1.00
2285,19,-2,1.00
2286,0,1,0.00
2286,1,9,4.00
2286,2,9,0.00
2286,3,-5,-1.00
2286,4,7,-1.00
2286,5,5,0.00
2286,6,7,0.00
2286,7,2,0.00
2286,8,0,0.00
2286,9,10,5.00
2286,10,5,4.00
2286,11,10,6.00
2286,12,10,8.00
2286,13,-4,9.00
2286,14,3,9.00
2286,15,-2,10.00
2286,16,8,10.00
2286,17,3,11.00
2286,18,4,12.00
2286,19,-2,12.00
2287,0,9,-2.00
2287,1,6,-5.00
2287,2,0,-5.00
2287,3,7,-8.00
2287,4,6,-5.00
2287,5,5,-4.00
2287,6,8,0.00
2287,7,2,1.00
2287,8,7,-3.00
2287,9,-2,-3.00
2287,10,-2,-3.00
2287,11,-5,-3.00
2287,12,-2,-3.00
2287,13,-2,-3.00
2287,14,1,-3.00
2287,15,-5,-2.00
2287,16,2,-2.00
2287,17,0,-2.00
2287,18,5,0.00
2287,19,2,-1.00
2288,0,6,2.00
2288,1,9,5.00
2288,2,2,5.00
2288,3,3,7.00
2288,4,-2,7.00
2288,5,-4,9.00
2288,6,-5,9.00
2288,7,2,9.00
2288,8,5,7.00
2288,9,1,7.00
2288,10,3,6.00
2288,11,-5,6.00
2288,12,-4,8.00
2288,13,1,8.00
2288,14,-5,5.00
2288,15,10,1.00
2288,16,-3,0.00
2288,17,6,0.00
2288,18,6,-3.00
2288,19,9,-5.00
2289,0,0,0.00
2289,1,5,-1.00
2289,2,10,-7.00
2289,3,8,-7.00
2289,4,0,-7.00
2289,5,2,-7.00
2289,6,2,-7.00
2289,7,7,-8.00
2289,8,-3,-7.00
2289,9,10,-10.00
2289,10,4,-11.00
2289,11,2,-11.00
2289,12,1,-11.00
2289,13,3,-10.00
2289,14,-4,-9.00
2289,15,3,-9.00
2289,16,7,-9.00
2289,17,1,-9.00
2289,18,-2,-8.00
2289,19,8,-12.00
2290,0,10,5.00
2290,1,2,5.00
2290,2,2,6.00
2290,3,7,10.00
2290,4,-2,10.00
2290,5,8,6.00
2290,6,10,6.00
2290,7,0,6.00
2290,8,0,6.00
2290,9,-1,6.00
2290,10,-5,8.00
2290,11,7,10.00
2290,12,2,10.00
2290,13,0,10.00
2290,14,8,10.00
2290,15,7,13.00
2290,16,10,14.00
2290,17,-4,15.00
2290,18,5,12.00
2290,19,7,10.00
2291,0,7,0.00
2291,1,-2,0.00
2291,2,5,-3.00
2291,3,3,-4.00
2291,4,0,-4.00
2291,5,10,-7.00
2291,6,7,-3.00
2291,7,3,-3.00
2291,8,3,-2.00
2291,9,2,-2.00
2291,10,10,-2.00
2291,11,-2,-1.00
2291,12,2,-1.00
2291,13,-1,-1.00
2291,14,-4,0.00
2291,15,-3,0.00
2291,16,3,0.00
2291,17,6,0.00
2291,18,2,1.00
2291,19,4,1.00
2292,0,0,0.00
2292,1,-1,0.00
2292,2,0,0.00
2292,3,1,0.00
2292,4,5,-2.00
2292,5,3,-1.00
2292,6,3,-2.00
2292,7,3,-3.00
2292,8,-1,-3.00
2292,9,1,-3.00
2292,10,10,-4.00
2292,11,2,-5.00
2292,12,-5,-4.00
2292,13,10,-8.00
2292,14,-4,-9.00
2292,15,10,-4.00
2292,16,-5,-2.00
2292,17,8,3.00
2292,18,3,4.00
2292,19,-3,4.00
2293,0,9,0.00
2293,1,1,0.00
2293,2,-2,0.00
2293,3,10,0.00
2293,4,10,-3.00
2293,5,10,0.00
2293,6,9,-2.00
2293,7,-4,0.00
2293,8,0,0.00
2293,9,1,0.00
2293,10,8,-2.00
2293,11,10,-1.00
2293,12,-3,-3.00
2293,13,4,-1.00
2293,14,-2,-1.00
2293,15,10,-1.00
2293,16,9,3.00
2293,17,-4,2.00
2293,18,4,1.00
2293,19,-2,1.00
2294,0,7,0.00
2294,1,10,-5.00
2294,2,-1,-5.00
2294,3,4,-7.00
2294,4,4,-7.00
2294,5,6,-7.00
2294,6,-1,-7.00
2294,7,8,-9.00
2294,8,-4,-11.00
2294,9,-5,-13.00
2294,10,7,-11.00
2294,11,8,-9.00
2294,12,-1,-9.00
2294,13,4,-7.00
2294,14,2,-7.00
2294,15,10,-4.00
2294,16,1,-4.00
2294,17,6,-4.00
2294,18,2,-4.00
2294,19,5,-3.00
2295,0,4,-1.00
2295,1,2,-1.00
2295,2,-2,-2.00
2295,3,6,0.00
2295,4,9,5.00
2295,5,7,5.00
2295,6,6,7.00
2295,7,7,8.00
2295,8,7,6.00
2295,9,-1,6.00
2295,10,2,5.00
2295,11,5,7.00
2295,12,9,6.00
2295,13,-5,6.00
2295,14,1,6.00
2295,15,10,10.00
2295,16,4,10.00
2295,17,-3,10.00
2295,18,-4,9.00
2295,19,-3,10.00
2296,0,6,0.00
2296,1,-4,0.00
2296,2,10,2.00
2296,3,-2,2.00
2296,4,-2,3.00
2296,5,-1,3.00
2296,6,10,7.00
2296,7,-5,6.00
2296,8,3,6.00
2296,9,2,6.00
2296,10,9,3.00
2296,11,10,4.00
2296,12,3,4.00
2296,13,9,7.00
2296,14,8,9.00
2296,15,8,11.00
2296,16,0,11.00
2296,17,1,11.00
2296,18,1,11.00
2296,19,-2,12.00
2297,0,9,-1.00
2297,1,-1,-1.00
2297,2,-3,1.00
2297,3,0,1.00
2297,4,9,-3.00
2297,5,-5,-5.00
2297,6,-1,-5.00
2297,7,-2,-5.00
2297,8,6,-2.00
2297,9,4,-2.00
2297,10,8,-1.00
2297,11,-5,0.00
2297,12,10,6.00
2297,13,-4,5.00
2297,14,8,2.00
2297,15,-5,2.00
2297,16,5,4.00
2297,17,1,4.00
2297,18,2,4.00
2297,19,4,4.00
2298,0,-4,1.00
2298,1,-2,1.00
2298,2,-1,1.00
2298,3,6,4.00
2298,4,6,4.00
2298,5,8,3.00
2298,6,10,0.00
2298,7,-2,0.00
2298,8,8,-2.00
2298,9,1,-2.00
2298,10,-1,-2.00
2298,11,10,0.00
2298,12,8,2.00
2298,13,1,2.00
2298,14,-3,1.00
2298,15,2,2.00
2298,16,-5,0.00
2298,17,2,0.00
2298,18,9,-3.00
2298,19,-2,-3.00
2299,0,6,-3.00
2299,1,4,-3.00
2299,2,-5,-2.00
2299,3,8,-2.00
2299,4,10,-7.00
2299,5,7,-4.00
2299,6,1,-4.00
2299,7,4,-2.00
2299,8,8,-1.00
2299,9,10,1.00
2299,10,7,2.00
2299,11,7,2.00
2299,12,8,0.00
2299,13,-1,0.00
2299,14,-4,-1.00
2299,15,-4,-3.00
2299,16,-3,-5.00
2299,17,1,-5.00
2299,18,3,-5.00
2299,19,8,-10.00
2300,0,3,0.00
2300,1,-1,0.00
2300,2,1,0.00
2300,3,-2,0.00
2300,4,0,0.00
2300,5,-3,-2.00
2300,6,2,-2.00
2300,7,5,-2.00
2300,8,4,-1.00
2300,9,4,-2.00
2300,10,6,1.00
2300,11,-3,1.00
2300,12,6,1.00
2300,13,-1,1.00
2300,14,-4,1.00
2300,15,-1,1.00
2300,16,-1,1.00
2300,17,5,-1.00
2300,18,2,-1.00
2300,19,10,-5.00
2301,0,3,0.00
2301,1,3,0.00
2301,2,10,-4.00
2301,3,1,-4.00
2301,4,-3,-3.00
2301,5,10,2.00
2301,6,9,3.00
2301,7,9,0.00
2301,8,2,0.00
2301,9,8,-3.00
2301,10,2,-3.00
2301,11,9,-7.00
2301,12,7,-7.00
2301,13,-1,-7.00
2301,14,0,-7.00
2301,15,2,-7.00
2301,16,4,-9.00
2301,17,3,-10.00
2301,18,1,-10.00
2301,19,-5,-11.00
2302,0,2,0.00
2302,1,6,4.00
2302,2,4,4.00
2302,3,-5,1.00
2302,4,5,-2.00
2302,5,0,-2.00
2302,6,5,-4.00
2302,7,6,-3.00
2302,8,-3,-3.00
2302,9,5,0.00
2302,10,7,2.00
2302,11,1,2.00
2302,12,8,1.00
2302,13,3,1.00
2302,14,3,2.00
2302,15,8,-3.00
2302,16,4,-2.00
2302,17,-3,-2.00
2302,18,5,0.00
2302,19,5,-1.00
2303,0,8,-4.00
2303,1,0,-4.00
2303,2,3,-4.00
2303,3,-1,-4.00
2303,4,10,-4.00
2303,5,-5,-4.00
2303,6,-5,-6.00
2303,7,1,-6.00
2303,8,-4,-6.00
2303,9,-2,-6.00
2303,10,6,-6.00
2303,11,-1,-6.00
2303,12,-2,-7.00
2303,13,-3,-7.00
2303,14,-3,-6.00
2303,15,1,-6.00
2303,16,2,-6.00
2303,17,4,-6.00
2303,18,2,-6.00
2303,19,-3,-6.00
2304,0,3,0.00
2304,1,-5,2.00
2304,2,7,5.00
2304,3,2,5.00
2304,4,7,3.00
2304,5,-1,3.00
2304,6,-4,4.00
2304,7,1,4.00
2304,8,4,2.00
2304,9,3,2.00
2304,10,-5,0.00
2304,11,5,-1.00
2304,12,-3,0.00
2304,13,-1,0.00
2304,14,7,1.00
2304,15,8,-1.00
2304,16,9,-2.00
2304,17,3,-2.00
2304,18,4,-4.00
2304,19,10,-2.00
2305,0,-4,0.00
2305,1,10,-6.00
2305,2,-1,-6.00
2305,3,-5,-7.00
2305,4,3,-7.00
2305,5,-3,-7.00
2305,6,8,-12.00
2305,7,0,-12.00
2305,8,0,-12.00
2305,9,-1,-12.00
2305,10,7,-12.00
2305,11,-5,-14.00
2305,12,6,-14.00
2305,13,-1,-14.00
2305,14,0,-14.00
2305,15,-3,-15.00
2305,16,4,-15.00
2305,17,6,-12.00
2305,18,-2,-13.00
2305,19,6,-11.00
2306,0,3,1.00
2306,1,6,1.00
2306,2,-2,1.00
2306,3,-5,1.00
2306,4,4,0.00
2306,5,0,0.00
2306,6,0,0.00
2306,7,-2,0.00
2306,8,0,0.00
2306,9,4,1.00
2306,10,-3,0.00
2306,11,-5,-2.00
2306,12,-4,-2.00
2306,13,5,0.00
2306,14,6,1.00
2306,15,4,1.00
2306,16,1,1.00
2306,17,-1,1.00
2306,18,1,1.00
2306,19,4,3.00
2307,0,1,0.00
2307,1,4,-1.00
2307,2,-5,-1.00
2307,3,1,-1.00
2307,4,6,-3.00
2307,5,-5,-3.00
2307,6,-3,-2.00
2307,7,3,-3.00
2307,8,9,-3.00
2307,9,0,-3.00
2307,10,-3,-3.00
2307,11,-3,-3.00
2307,12,8,-1.00
2307,13,0,-1.00
2307,14,10,-1.00
2307,15,1,-1.00
2307,16,3,0.00
2307,17,3,2.00
2307,18,-4,1.00
2307,19,2,2.00
2308,0,4,1.00
2308,1,-4,-1.00
2308,2,-1,-1.00
2308,3,8,-1.00
2308,4,1,-1.00
2308,5,-5,-1.00
2308,6,2,-1.00
2308,7,-2,0.00
2308,8,-2,0.00
2308,9,-5,-3.00
2308,10,-4,-2.00
2308,11,-5,-2.00
2308,12,0,-2.00
2308,13,2,-2.00
2308,14,4,-3.00
2308,15,-3,-2.00
2308,16,10,-6.00
2308,17,1,-6.00
2308,18,2,-7.00
2308,19,-2,-7.00
2309,0,9,0.00
2309,1,2,0.00
2309,2,-4,0.00
2309,3,6,1.00
2309,4,2,0.00
2309,5,7,1.00
2309,6,-5,2.00
2309,7,4,1.00
2309,8,-3,1.00
2309,9,-1,1.00
2309,10,9,4.00
2309,11,5,7.00
2309,12,-2,6.00
2309,13,8,8.00
2309,14,-4,10.00
2309,15,8,12.00
2309,16,-1,12.00
2309,17,7,14.00
2309,18,5,13.00
2309,19,5,12.00
2310,0,-1,0.00
2310,1,10,2.00
2310,2,-5,2.00
2310,3,-3,1.00
2310,4,-1,1.00
2310,5,-5,4.00
2310,6,-3,4.00
2310,7,1,4.00
2310,8,5,4.00
2310,9,1,4.00
2310,10,0,4.00
2310,11,8,4.00
2310,12,6,3.00
2310,13,1,3.00
2310,14,9,4.00
2310,15,-4,5.00
2310,16,-4,4.00
2310,17,8,6.00
2310,18,7,6.00
2310,19,7,4.00
2311,0,5,2.00
2311,1,-3,2.00
2311,2,4,2.00
2311,3,10,1.00
2311,4,4,1.00
2311,5,-1,1.00
2311,6,3,1.00
2311,7,-2,1.00
